"sport","threshold_percent","qualifying_hedges","trade_count","total_pnl","pnl_per_hedge","return_on_stake","max_drawdown"
"nba_2025","10","25","100","-15.13083","-0.605233","-0.006052","0.00917"
"nba_2025","11","25","100","-15.13083","-0.605233","-0.006052","0.00917"
"nba_2025","12","25","100","-15.13083","-0.605233","-0.006052","0.00917"
"nba_2025","13","25","100","-15.13083","-0.605233","-0.006052","0.00917"
"nba_2025","14","24","96","-10.434533","-0.434772","-0.004348","0.007493"
"nba_2025","15","23","92","-10.384533","-0.451501","-0.004515","0.007475"
"nba_2025","16","23","92","-10.384533","-0.451501","-0.004515","0.007475"
"nba_2025","17","23","92","-10.384533","-0.451501","-0.004515","0.007475"
"nba_2025","18","23","92","-10.384533","-0.451501","-0.004515","0.007475"
"nba_2025","19","22","88","-6.51156","-0.295980","-0.002960","0.006092"
"nba_2025","20","22","88","-6.51156","-0.295980","-0.002960","0.006092"
"nba_2025","21","22","88","-6.51156","-0.295980","-0.002960","0.006092"
"nba_2025","22","21","84","-6.46156","-0.307693","-0.003077","0.006092"
"nba_2025","23","21","84","-6.46156","-0.307693","-0.003077","0.006092"
"nba_2025","24","21","84","-6.46156","-0.307693","-0.003077","0.006092"
"nba_2025","25","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","26","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","27","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","28","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","29","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","30","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","31","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","32","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","33","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","34","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","35","20","80","-6.41156","-0.320578","-0.003206","0.006092"
"nba_2025","36","18","72","-4.682687","-0.260149","-0.002601","0.006071"
"nba_2025","37","18","72","-4.682687","-0.260149","-0.002601","0.006071"
"nba_2025","38","18","72","-4.682687","-0.260149","-0.002601","0.006071"
"nba_2025","39","17","68","-4.632687","-0.272511","-0.002725","0.006071"
"nba_2025","40","17","68","-4.632687","-0.272511","-0.002725","0.006071"
"nba_2025","41","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","42","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","43","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","44","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","45","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","46","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","47","15","60","-14.164786","-0.944319","-0.009443","0.006071"
"nba_2025","48","14","56","-16.064786","-1.147485","-0.011475","0.006075"
"nba_2025","49","14","56","-16.064786","-1.147485","-0.011475","0.006075"
"nba_2025","50","14","56","-16.064786","-1.147485","-0.011475","0.006075"
"nba_2025","51","14","56","-16.064786","-1.147485","-0.011475","0.006075"
"nba_2025","52","14","56","-16.064786","-1.147485","-0.011475","0.006075"
"nba_2025","53","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","54","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","55","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","56","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","57","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","58","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","59","13","52","-16.014786","-1.231907","-0.012319","0.006075"
"nba_2025","60","11","44","-15.741256","-1.431023","-0.014310","0.006074"
"nba_2025","61","11","44","-15.741256","-1.431023","-0.014310","0.006074"
"nba_2025","62","10","40","-16.170525","-1.617052","-0.016171","0.006099"
"nba_2025","63","10","40","-16.170525","-1.617052","-0.016171","0.006099"
"nba_2025","64","10","40","-16.170525","-1.617052","-0.016171","0.006099"
"nba_2025","65","9","36","-16.120525","-1.791169","-0.017912","0.006081"
"nba_2025","66","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","67","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","68","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","69","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","70","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","71","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","72","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","73","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","74","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","75","8","32","-11.612832","-1.451604","-0.014516","0.004471"
"nba_2025","76","7","28","-11.745283","-1.677898","-0.016779","0.004471"
"nba_2025","77","7","28","-11.745283","-1.677898","-0.016779","0.004471"
"nba_2025","78","7","28","-11.745283","-1.677898","-0.016779","0.004471"
"nba_2025","79","6","24","-11.934136","-1.989023","-0.019890","0.004539"
"nba_2025","80","6","24","-11.934136","-1.989023","-0.019890","0.004539"
"nba_2025","81","6","24","-11.934136","-1.989023","-0.019890","0.004539"
"nba_2025","82","5","20","-11.884136","-2.376827","-0.023768","0.004521"
"nba_2025","83","5","20","-11.884136","-2.376827","-0.023768","0.004521"
"nba_2025","84","5","20","-11.884136","-2.376827","-0.023768","0.004521"
"nba_2025","85","5","20","-11.884136","-2.376827","-0.023768","0.004521"
"nba_2025","86","5","20","-11.884136","-2.376827","-0.023768","0.004521"
"nba_2025","87","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","88","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","89","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","90","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","91","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","92","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","93","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","94","3","12","0.572841","0.190947","0.001909","0.000934"
"nba_2025","95","2","8","3.189928","1.594964","0.015950","0"
"nba_2025","96","1","4","2.412326","2.412326","0.024123","0"
"nba_2025","97","0","0","0","","","0"
"nba_2025","98","0","0","0","","","0"
"nba_2025","99","0","0","0","","","0"
"nba_2025","100","0","0","0","","","0"
"nfl","0","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","1","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","2","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","3","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","4","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","5","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","6","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","7","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","8","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","9","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","10","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","11","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","12","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","13","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","14","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","15","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","16","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","17","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","18","24","96","18.041081","0.751712","0.007517","0.002972"
"nfl","19","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","20","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","21","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","22","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","23","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","24","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","25","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","26","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","27","23","92","18.091081","0.786569","0.007866","0.002972"
"nfl","28","22","88","18.141081","0.824595","0.008246","0.002952"
"nfl","29","22","88","18.141081","0.824595","0.008246","0.002952"
"nfl","30","22","88","18.141081","0.824595","0.008246","0.002952"
"nfl","31","22","88","18.141081","0.824595","0.008246","0.002952"
"nfl","32","21","84","13.723621","0.653506","0.006535","0.002957"
"nfl","33","21","84","13.723621","0.653506","0.006535","0.002957"
"nfl","34","21","84","13.723621","0.653506","0.006535","0.002957"
"nfl","35","19","76","13.823621","0.727559","0.007276","0.002957"
"nfl","36","18","72","13.873621","0.770757","0.007708","0.002957"
"nfl","37","17","68","13.923621","0.819037","0.008190","0.002936"
"nfl","38","17","68","13.923621","0.819037","0.008190","0.002936"
"nfl","39","17","68","13.923621","0.819037","0.008190","0.002936"
"nfl","40","17","68","13.923621","0.819037","0.008190","0.002936"
"nfl","41","16","64","13.973621","0.873351","0.008734","0.002936"
"nfl","42","16","64","13.973621","0.873351","0.008734","0.002936"
"nfl","43","16","64","13.973621","0.873351","0.008734","0.002936"
"nfl","44","16","64","13.973621","0.873351","0.008734","0.002936"
"nfl","45","15","60","14.023621","0.934908","0.009349","0.002936"
"nfl","46","13","52","9.178016","0.706001","0.007060","0.002942"
"nfl","47","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","48","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","49","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","50","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","51","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","52","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","53","12","48","9.228016","0.769001","0.007690","0.002942"
"nfl","54","11","44","-2.161236","-0.196476","-0.001965","0.002956"
"nfl","55","9","36","-2.061236","-0.229026","-0.002290","0.002956"
"nfl","56","8","32","-0.006731","-0.000841","-0.000008","0.002956"
"nfl","57","8","32","-0.006731","-0.000841","-0.000008","0.002956"
"nfl","58","8","32","-0.006731","-0.000841","-0.000008","0.002956"
"nfl","59","8","32","-0.006731","-0.000841","-0.000008","0.002956"
"nfl","60","7","28","-1.944967","-0.277852","-0.002779","0.003239"
"nfl","61","7","28","-1.944967","-0.277852","-0.002779","0.003239"
"nfl","62","7","28","-1.944967","-0.277852","-0.002779","0.003239"
"nfl","63","7","28","-1.944967","-0.277852","-0.002779","0.003239"
"nfl","64","6","24","-0.93788","-0.156313","-0.001563","0.00282"
"nfl","65","5","20","-0.311136","-0.062227","-0.000622","0.002559"
"nfl","66","3","12","-3.73938","-1.246460","-0.012465","0.002559"
"nfl","67","3","12","-3.73938","-1.246460","-0.012465","0.002559"
"nfl","68","3","12","-3.73938","-1.246460","-0.012465","0.002559"
"nfl","69","2","8","-3.68938","-1.844690","-0.018447","0.002538"
"nfl","70","2","8","-3.68938","-1.844690","-0.018447","0.002538"
"nfl","71","2","8","-3.68938","-1.844690","-0.018447","0.002538"
"nfl","72","2","8","-3.68938","-1.844690","-0.018447","0.002538"
"nfl","73","1","4","2.408896","2.408896","0.024089","0"
"nfl","74","1","4","2.408896","2.408896","0.024089","0"
"nfl","75","1","4","2.408896","2.408896","0.024089","0"
"nfl","76","1","4","2.408896","2.408896","0.024089","0"
"nfl","77","1","4","2.408896","2.408896","0.024089","0"
"nfl","78","1","4","2.408896","2.408896","0.024089","0"
"nfl","79","1","4","2.408896","2.408896","0.024089","0"
"nfl","80","1","4","2.408896","2.408896","0.024089","0"
"nfl","81","1","4","2.408896","2.408896","0.024089","0"
"nfl","82","0","0","0","","","0"
"nfl","83","0","0","0","","","0"
"nfl","84","0","0","0","","","0"
"nfl","85","0","0","0","","","0"
"nfl","86","0","0","0","","","0"
"nfl","87","0","0","0","","","0"
"nfl","88","0","0","0","","","0"
"nfl","89","0","0","0","","","0"
"nfl","90","0","0","0","","","0"
"nfl","91","0","0","0","","","0"
"nfl","92","0","0","0","","","0"
"nfl","93","0","0","0","","","0"
"nfl","94","0","0","0","","","0"
"nfl","95","0","0","0","","","0"
"nfl","96","0","0","0","","","0"
"nfl","97","0","0","0","","","0"
"nfl","98","0","0","0","","","0"
"nfl","99","0","0","0","","","0"
"nfl","100","0","0","0","","","0"
"nhl","0","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","1","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","2","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","3","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","4","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","5","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","6","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","7","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","8","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","9","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","10","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","11","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","12","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","13","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","14","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","15","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","16","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","17","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","18","28","112","15.59188","0.556853","0.005569","0.001311"
"nhl","19","27","108","15.64188","0.579329","0.005793","0.001311"
"nhl","20","27","108","15.64188","0.579329","0.005793","0.001311"
"nhl","21","27","108","15.64188","0.579329","0.005793","0.001311"
"nhl","22","27","108","15.64188","0.579329","0.005793","0.001311"
"nhl","23","26","104","15.69188","0.603534","0.006035","0.001311"
"nhl","24","25","100","17.551455","0.702058","0.007021","0.00131"
"nhl","25","25","100","17.551455","0.702058","0.007021","0.00131"
"nhl","26","25","100","17.551455","0.702058","0.007021","0.00131"
"nhl","27","24","96","18.516549","0.771523","0.007715","0.00131"
"nhl","28","24","96","18.516549","0.771523","0.007715","0.00131"
"nhl","29","24","96","18.516549","0.771523","0.007715","0.00131"
"nhl","30","23","92","18.566549","0.807241","0.008072","0.001292"
"nhl","31","22","88","19.690941","0.895043","0.008950","0.001099"
"nhl","32","22","88","19.690941","0.895043","0.008950","0.001099"
"nhl","33","22","88","19.690941","0.895043","0.008950","0.001099"
"nhl","34","20","80","16.421244","0.821062","0.008211","0.001185"
"nhl","35","19","76","16.471244","0.866908","0.008669","0.001185"
"nhl","36","19","76","16.471244","0.866908","0.008669","0.001185"
"nhl","37","19","76","16.471244","0.866908","0.008669","0.001185"
"nhl","38","18","72","16.521244","0.917847","0.009178","0.001185"
"nhl","39","17","68","16.571244","0.974779","0.009748","0.001167"
"nhl","40","17","68","16.571244","0.974779","0.009748","0.001167"
"nhl","41","16","64","16.621244","1.038828","0.010388","0.001167"
"nhl","42","16","64","16.621244","1.038828","0.010388","0.001167"
"nhl","43","16","64","16.621244","1.038828","0.010388","0.001167"
"nhl","44","16","64","16.621244","1.038828","0.010388","0.001167"
"nhl","45","16","64","16.621244","1.038828","0.010388","0.001167"
"nhl","46","15","60","10.254578","0.683639","0.006836","0.001167"
"nhl","47","15","60","10.254578","0.683639","0.006836","0.001167"
"nhl","48","15","60","10.254578","0.683639","0.006836","0.001167"
"nhl","49","14","56","8.210763","0.586483","0.005865","0.001168"
"nhl","50","14","56","8.210763","0.586483","0.005865","0.001168"
"nhl","51","14","56","8.210763","0.586483","0.005865","0.001168"
"nhl","52","13","52","8.260763","0.635443","0.006354","0.001168"
"nhl","53","13","52","8.260763","0.635443","0.006354","0.001168"
"nhl","54","13","52","8.260763","0.635443","0.006354","0.001168"
"nhl","55","13","52","8.260763","0.635443","0.006354","0.001168"
"nhl","56","12","48","8.310763","0.692564","0.006926","0.001168"
"nhl","57","12","48","8.310763","0.692564","0.006926","0.001168"
"nhl","58","12","48","8.310763","0.692564","0.006926","0.001168"
"nhl","59","12","48","8.310763","0.692564","0.006926","0.001168"
"nhl","60","11","44","7.121688","0.647426","0.006474","0.001168"
"nhl","61","11","44","7.121688","0.647426","0.006474","0.001168"
"nhl","62","11","44","7.121688","0.647426","0.006474","0.001168"
"nhl","63","9","36","5.727171","0.636352","0.006364","0.001156"
"nhl","64","9","36","5.727171","0.636352","0.006364","0.001156"
"nhl","65","9","36","5.727171","0.636352","0.006364","0.001156"
"nhl","66","9","36","5.727171","0.636352","0.006364","0.001156"
"nhl","67","7","28","-3.196741","-0.456677","-0.004567","0.002056"
"nhl","68","5","20","-3.096741","-0.619348","-0.006193","0.00202"
"nhl","69","5","20","-3.096741","-0.619348","-0.006193","0.00202"
"nhl","70","5","20","-3.096741","-0.619348","-0.006193","0.00202"
"nhl","71","4","16","-0.625109","-0.156277","-0.001563","0.001138"
"nhl","72","4","16","-0.625109","-0.156277","-0.001563","0.001138"
"nhl","73","4","16","-0.625109","-0.156277","-0.001563","0.001138"
"nhl","74","3","12","-0.575109","-0.191703","-0.001917","0.00112"
"nhl","75","3","12","-0.575109","-0.191703","-0.001917","0.00112"
"nhl","76","3","12","-0.575109","-0.191703","-0.001917","0.00112"
"nhl","77","2","8","-0.525109","-0.262555","-0.002626","0.001102"
"nhl","78","2","8","-0.525109","-0.262555","-0.002626","0.001102"
"nhl","79","1","4","2.564634","2.564634","0.025646","0"
"nhl","80","1","4","2.564634","2.564634","0.025646","0"
"nhl","81","1","4","2.564634","2.564634","0.025646","0"
"nhl","82","1","4","2.564634","2.564634","0.025646","0"
"nhl","83","0","0","0","","","0"
"nhl","84","0","0","0","","","0"
"nhl","85","0","0","0","","","0"
"nhl","86","0","0","0","","","0"
"nhl","87","0","0","0","","","0"
"nhl","88","0","0","0","","","0"
"nhl","89","0","0","0","","","0"
"nhl","90","0","0","0","","","0"
"nhl","91","0","0","0","","","0"
"nhl","92","0","0","0","","","0"
"nhl","93","0","0","0","","","0"
"nhl","94","0","0","0","","","0"
"nhl","95","0","0","0","","","0"
"nhl","96","0","0","0","","","0"
"nhl","97","0","0","0","","","0"
"nhl","98","0","0","0","","","0"
"nhl","99","0","0","0","","","0"
"nhl","100","0","0","0","","","0"
"nhl_2025","0","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","1","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","2","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","3","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","4","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","5","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","6","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","7","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","8","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","9","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","10","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","11","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","12","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","13","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","14","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","15","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","16","28","112","25.732091","0.919003","0.009190","0.002589"
"nhl_2025","17","27","108","25.782091","0.954892","0.009549","0.002589"
"nhl_2025","18","26","104","25.832091","0.993542","0.009935","0.002589"
"nhl_2025","19","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","20","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","21","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","22","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","23","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","24","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","25","24","96","25.932091","1.080504","0.010805","0.002571"
"nhl_2025","26","23","92","25.982091","1.129656","0.011297","0.002571"
"nhl_2025","27","23","92","25.982091","1.129656","0.011297","0.002571"
"nhl_2025","28","23","92","25.982091","1.129656","0.011297","0.002571"
"nhl_2025","29","22","88","26.032091","1.183277","0.011833","0.002571"
"nhl_2025","30","22","88","26.032091","1.183277","0.011833","0.002571"
"nhl_2025","31","21","84","11.523894","0.548757","0.005488","0.002584"
"nhl_2025","32","21","84","11.523894","0.548757","0.005488","0.002584"
"nhl_2025","33","21","84","11.523894","0.548757","0.005488","0.002584"
"nhl_2025","34","21","84","11.523894","0.548757","0.005488","0.002584"
"nhl_2025","35","21","84","11.523894","0.548757","0.005488","0.002584"
"nhl_2025","36","21","84","11.523894","0.548757","0.005488","0.002584"
"nhl_2025","37","19","76","6.068338","0.319386","0.003194","0.002895"
"nhl_2025","38","19","76","6.068338","0.319386","0.003194","0.002895"
"nhl_2025","39","19","76","6.068338","0.319386","0.003194","0.002895"
"nhl_2025","40","18","72","6.118338","0.339908","0.003399","0.002895"
"nhl_2025","41","18","72","6.118338","0.339908","0.003399","0.002895"
"nhl_2025","42","17","68","6.168338","0.362843","0.003628","0.002895"
"nhl_2025","43","17","68","6.168338","0.362843","0.003628","0.002895"
"nhl_2025","44","17","68","6.168338","0.362843","0.003628","0.002895"
"nhl_2025","45","17","68","6.168338","0.362843","0.003628","0.002895"
"nhl_2025","46","17","68","6.168338","0.362843","0.003628","0.002895"
"nhl_2025","47","17","68","6.168338","0.362843","0.003628","0.002895"
"nhl_2025","48","16","64","6.218338","0.388646","0.003886","0.002895"
"nhl_2025","49","15","60","6.268338","0.417889","0.004179","0.002877"
"nhl_2025","50","14","56","6.318338","0.451310","0.004513","0.00286"
"nhl_2025","51","13","52","6.996556","0.538197","0.005382","0.002617"
"nhl_2025","52","12","48","9.377624","0.781469","0.007815","0.001767"
"nhl_2025","53","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","54","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","55","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","56","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","57","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","58","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","59","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","60","10","40","3.508394","0.350839","0.003508","0.001767"
"nhl_2025","61","9","36","1.62327","0.180363","0.001804","0.001767"
"nhl_2025","62","9","36","1.62327","0.180363","0.001804","0.001767"
"nhl_2025","63","9","36","1.62327","0.180363","0.001804","0.001767"
"nhl_2025","64","8","32","-4.947597","-0.618450","-0.006184","0.001767"
"nhl_2025","65","7","28","-4.897597","-0.699657","-0.006997","0.001749"
"nhl_2025","66","7","28","-4.897597","-0.699657","-0.006997","0.001749"
"nhl_2025","67","7","28","-4.897597","-0.699657","-0.006997","0.001749"
"nhl_2025","68","7","28","-4.897597","-0.699657","-0.006997","0.001749"
"nhl_2025","69","7","28","-4.897597","-0.699657","-0.006997","0.001749"
"nhl_2025","70","6","24","-4.847597","-0.807933","-0.008079","0.001731"
"nhl_2025","71","6","24","-4.847597","-0.807933","-0.008079","0.001731"
"nhl_2025","72","6","24","-4.847597","-0.807933","-0.008079","0.001731"
"nhl_2025","73","5","20","-5.147597","-1.029519","-0.010295","0.001838"
"nhl_2025","74","5","20","-5.147597","-1.029519","-0.010295","0.001838"
"nhl_2025","75","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","76","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","77","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","78","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","79","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","80","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","81","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","82","4","16","-1.899274","-0.474819","-0.004748","0.001719"
"nhl_2025","83","2","8","4.771457","2.385729","0.023857","0"
"nhl_2025","84","1","4","0.119048","0.119048","0.001190","0"
"nhl_2025","85","0","0","0","","","0"
"nhl_2025","86","0","0","0","","","0"
"nhl_2025","87","0","0","0","","","0"
"nhl_2025","88","0","0","0","","","0"
"nhl_2025","89","0","0","0","","","0"
"nhl_2025","90","0","0","0","","","0"
"nhl_2025","91","0","0","0","","","0"
"nhl_2025","92","0","0","0","","","0"
"nhl_2025","93","0","0","0","","","0"
"nhl_2025","94","0","0","0","","","0"
"nhl_2025","95","0","0","0","","","0"
"nhl_2025","96","0","0","0","","","0"
"nhl_2025","97","0","0","0","","","0"
"nhl_2025","98","0","0","0","","","0"
"nhl_2025","99","0","0","0","","","0"
"nhl_2025","100","0","0","0","","","0"
"ucl_2026","0","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","1","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","2","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","3","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","4","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","5","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","6","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","7","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","8","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","9","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","10","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","11","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","12","26","104","20.250871","0.778880","0.007789","0.002045"
"ucl_2026","13","24","96","20.350871","0.847953","0.008480","0.002026"
"ucl_2026","14","24","96","20.350871","0.847953","0.008480","0.002026"
"ucl_2026","15","24","96","20.350871","0.847953","0.008480","0.002026"
"ucl_2026","16","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","17","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","18","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","19","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","20","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","21","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","22","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","23","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","24","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","25","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","26","23","92","20.400871","0.886994","0.008870","0.002026"
"ucl_2026","27","21","84","9.152177","0.435818","0.004358","0.002488"
"ucl_2026","28","21","84","9.152177","0.435818","0.004358","0.002488"
"ucl_2026","29","21","84","9.152177","0.435818","0.004358","0.002488"
"ucl_2026","30","21","84","9.152177","0.435818","0.004358","0.002488"
"ucl_2026","31","20","80","9.202177","0.460109","0.004601","0.002488"
"ucl_2026","32","20","80","9.202177","0.460109","0.004601","0.002488"
"ucl_2026","33","20","80","9.202177","0.460109","0.004601","0.002488"
"ucl_2026","34","17","68","9.352177","0.550128","0.005501","0.002469"
"ucl_2026","35","17","68","9.352177","0.550128","0.005501","0.002469"
"ucl_2026","36","17","68","9.352177","0.550128","0.005501","0.002469"
